Nome,Vida,Atk,Def,SpA,SpD,Vel,Mag,Per,Ene,EnR,CrD,CrC,Sinergia,Habilidades,Equipaveis,Total,Poder R1,Poder R2,Poder R3,Tipo1,%1,Tipo2,%2,Tipo3,%3,Altura,Peso,Grupo,Raridade,Estagio,FF,Code,Linhagem
Dracozolt,90,52,44,46,38,36,20,40,42,14,8,15,2,1,2,931,286,538,726,dragao,100,eletrico,100,,,,,dinossauro,7,1,,1082,462
Arctozolt,90,52,44,38,46,30,26,40,46,10,8,15,2,1,2,923,288,546,734,gelo,100,eletrico,100,,,,,dinossauro,7,1,,1083,463
Dracovish,90,44,52,46,38,36,20,40,42,14,15,8,2,1,2,931,286,538,726,dragao,100,agua,100,,,,,dinossauro,7,1,,1084,464
Arctovish,90,44,52,38,46,30,26,40,46,10,15,8,2,1,2,923,288,546,734,gelo,100,agua,100,,,,,dinossauro,7,1,,1085,465
Duraludon,75,40,50,60,30,35,32,32,45,16,12,18,2,1,2,957,310,535,723,dragao,100,metal,100,,,,,desconhecido,8,1,,1086,466
Gigantamax Duraludon,265,42,60,60,42,9,35,35,52,18,12,20,2,1,2,1183,505,777,957,dragao,100,metal,100,,,,,desconhecido,-,FF,,1087,466
Archaludon,92,45,55,65,38,35,36,36,48,18,15,18,2,1,2,1059,336,594,808,dragao,100,metal,100,,,,,desconhecido,10,2,,1088,466
Dreepy,30,27,16,18,16,36,19,19,18,14,20,12,3,1,1,590,166,278,378,dragao,100,fantasma,100,,,,,espirito,4,1,,1089,467
Drakloak,66,36,21,24,21,46,32,24,28,15,20,15,3,1,1,765,230,398,530,dragao,100,fantasma,100,,,,,dragão,7,2,,1090,467
Dragapult,83,58,30,45,30,72,42,38,36,24,26,20,4,1,2,1119,350,593,785,dragao,100,fantasma,100,,,,,dragão,10,3,,1091,467
Zacian,94,63,52,30,52,68,38,38,38,19,20,20,2,1,2,1128,366,640,852,fada,100,,,,,,,cachorro,-,1,,1092,468
Zacian Crowned,94,81,52,30,52,79,51,51,38,19,20,20,2,1,2,1238,424,732,962,fada,100,metal,100,,,,,cachorro,-,FF,,1093,468
Zamazenta,94,63,52,30,52,68,38,38,38,19,20,20,2,1,2,1128,366,640,852,lutador,100,,,,,,,cachorro,-,1,,1094,469
Zamazenta Crowned,94,63,77,30,77,68,41,40,38,19,20,20,2,1,2,1238,444,746,962,lutador,100,metal,100,,,,,cachorro,-,FF,,1095,469
Eternatus,170,41,52,72,52,45,36,40,65,22,15,20,3,1,2,1259,444,742,976,dragao,100,cosmico,100,,,,,desconhecido,-,1,,1096,470
Eternatus Eternamax,500,55,80,72,80,20,42,42,80,24,15,20,3,1,2,1733,820,1234,1450,dragao,100,cosmico,100,,,,,desconhecido,-,FF,,1097,470
Kubfu,50,35,25,23,22,28,15,15,20,15,12,20,4,1,1,652,176,316,426,lutador,100,,,,,,,cachorro,-,1,,1098,471
Urshifu,100,72,50,28,27,45,22,22,46,25,20,38,5,1,2,1108,344,602,762,lutador,100,sombrio,100,,,,,cachorro,-,2,,1099,471
Urshifu Rapid Strike,100,72,50,28,27,45,22,22,46,25,20,38,5,1,2,1108,344,602,762,lutador,100,agua,100,,,,,cachorro,-,F,,1099,471
Urshifu Gigantamax,330,78,55,33,34,22,22,22,56,25,25,38,5,1,2,1373,598,852,1018,lutador,100,,,,,,,cachorro,-,FF,,1100,471
Zarude,109,63,54,27,38,42,27,40,42,20,25,15,3,1,2,1065,343,591,775,sombrio,100,planta,100,,,,,macaco,-,1,,1101,472
Regieleki,92,47,25,46,25,92,31,27,48,10,12,16,5,1,3,1028,374,620,774,eletrico,100,normal,10,,,,,maquina,-,1,,1102,473
Regidrago,184,46,25,47,25,46,31,27,48,10,12,16,5,1,3,1028,374,620,774,dragao,100,normal,10,,,,,maquina,-,1,,1103,474
Glastrier,100,75,60,26,38,20,30,55,38,14,12,17,4,1,2,1027,380,632,784,gelo,100,,,,,,,cavalo,-,1,,1104,475
Spectrier,100,28,27,75,33,60,55,30,36,12,12,17,4,1,2,1023,380,618,788,fantasma,100,,,,,,,cavalo,-,1,,1105,476
Calyrex,101,40,40,40,40,40,41,41,40,20,30,30,2,1,2,1085,265,505,745,psiquico,100,planta,100,,,,,ovelha,-,1,,1106,477
Calyrex Ice Rider,101,82,65,35,42,28,35,58,42,18,22,25,4,1,2,1188,410,679,875,psiquico,100,gelo,100,planta,80,,,ovelha,-,F,,1107,477
Calyrex Shadow Rider,101,35,35,82,37,65,58,36,40,17,22,25,4,1,2,1186,410,665,877,psiquico,100,fantasma,100,planta,80,,,ovelha,-,F,,1108,477
Enamorus,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1109,
Enamorus,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1109,
Sprigatito,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1110,
Floragato,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1111,
Meowscarada,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1112,
Fuecoco,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1113,
Crocalor,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1114,
Skeledirge,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1115,
Quaxly,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1116,
Quaxwell,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1117,
Quaquaval,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1118,
Lechonk,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1119,
Oinkologne,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1120,
Tarountula,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1121,
Spidops,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1122,
Spidops Radiante,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1123,
Nymble,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1124,
Lokix,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1125,
Pawmi,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1126,
Pawmo,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1127,
Pawmot,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1128,
Tandemaus,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1129,
Maushold,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1130,
Fidough,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1131,
Dachsbun,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1132,
Smoliv,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1133,
Dolliv,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1134,
Arboliva,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1135,
Squawkabilly,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1136,
Nacli,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1137,
Naclstack,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1138,
Garganacl,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1139,
Charcadet,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1140,
Armarouge,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1141,
Ceruledge,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1142,
Tadbulb,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1143,
Bellibolt,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1144,
Wattrel,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1145,
Kilowattrel,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1146,
Maschiff,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1147,
Mabosstiff,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1148,
Shroodle,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1149,
Grafaiai,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1150,
Bramblin,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1151,
Brambleghast,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1152,
Toedscool,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1153,
Toedscruel,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1154,
Klawf,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1155,
Capsakid,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1156,
Scovillain,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1157,
Rellor,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1158,
Rabsca,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1159,
Flittle,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1160,
Espathra,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1161,
Tinkatink,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1162,
Tinkatuff,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1163,
Tinkaton,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1164,
Wiglett,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1165,
Wugtrio,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1166,
Bombirdier,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1167,
Finizen,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1168,
Palafin,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1169,
Palafin Hero,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1170,
Palafin Hero Radiante,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1171,
Varoom,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1172,
Revavroom,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1173,
Cyclizar,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1174,
Orthworm,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1175,
Glimmet,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1176,
Glimmora,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1177,
Greavard,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1178,
Houndstone,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1179,
Cetoddle,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1180,
Cetitan,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1181,
Frigibax,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1182,
Arctibax,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1183,
Baxcalibur,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1184,
Gimmighoul,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1185,
Gholdengo,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1186,
Great Tusk,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1187,
Scream Tail,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1188,
Brute Bonnet,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1189,
Flutter Mane,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1190,
Slither Wing,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1191,
Sandy Shocks,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1192,
Goulging Fire,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1193,
Ranging Bolt,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1194,
Roaring Moon,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1195,
Walking Wake,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1196,
Iron Treads,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1197,
Iron Bundle,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1198,
Iron Hands,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1199,
Iron Jugulis,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1200,
Iron Moth,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1201,
Iron Thorns,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1202,
Iron Valiant,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1203,
Iron Leaves,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1204,
Iron Crown,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1205,
Iron Boulder,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1206,
Frigibax,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1207,
Arctibax,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1208,
Baxcalibur,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1209,
Tatsugiri,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1210,
Dondozo,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1211,
Wugtrio,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1212,
Wiglett,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1213,
Koraidon,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1214,
Miraidon,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1215,
Wo-Chien,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1216,
Chien-Pao,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1217,
Ting-Lu,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1218,
Chi-Yu,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1219,
Okidogi,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1220,
Munkidori,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1221,
Fezandipiti,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1222,
Ogerpon,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1223,
Terapagos,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1224,
Terapagos-Terastal,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1225,
Terapagos-Stellar,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1226,
Terapagos Radiante,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1227,
Pecharunt,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,1228,
,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,
,,,,,, ,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,
